"YYYY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS","TIDE"
2003,1,2,10,8,16.6,20.7,4.47,8.33,6.74,999,1006.8,0.8,5.9,-0.1,99,99
2003,1,2,11,10,16.2,20.1,4.51,8.33,6.84,999,1008.8,-0.7,5.9,-2,99,99
2003,1,2,12,8,16.9,20.9,4.03,8.33,6.57,999,1009.1,-1.4,5.9,-2.6,99,99
2003,1,2,13,360,15.6,18.7,4.34,9.09,6.89,999,1011.5,-1.7,5.9,-3.1,99,99
2003,1,2,14,354,14.7,18.5,4.24,10,6.86,999,1013,-2.3,5.9,-3.9,99,99
2003,1,2,15,348,13.9,17,4.07,9.09,7.05,999,1015.4,-2.7,5.9,-4.8,99,99
2003,1,2,16,357,13,16.1,4.21,10,7.21,999,1014.8,-3,5.9,-4.7,99,99
2003,1,2,17,355,13,16.4,3.75,10,6.97,999,1015,-3.1,5.9,-5.2,99,99
2003,1,2,18,350,11.6,15.7,3.77,10,6.93,999,1016.1,-2.6,5.9,-5.1,99,99
2003,1,2,19,353,11,13.9,3.24,9.09,6.67,999,1018,-2.6,5.9,-5.6,99,99
2003,1,2,20,5,11.3,14.1,3.27,9.09,6.52,999,1018.1,-1.9,5.8,-5.2,99,99
2003,1,2,21,7,11.2,15.6,3.48,9.09,6.64,999,1019.5,-1.2,5.8,-5.3,99,99
2003,1,2,22,17,11.2,14.6,3.22,9.09,6.5,999,1020.5,-0.4,5.8,-4.5,99,99
2003,1,2,23,27,10.6,13.6,3.4,9.09,6.79,999,1021.1,-0.2,5.8,-5.5,99,99
2003,1,3,0,26,9.8,12.7,3.19,9.09,6.52,999,1022.1,0.1,5.8,-4.6,99,99
2003,1,3,1,35,9.8,12.2,3.08,9.09,6.4,999,1022.6,0.4,5.8,-4.9,99,99
2003,1,3,2,37,10,12.2,3.1,9.09,6.33,999,1022.6,0.5,5.8,-4.6,99,99
2003,1,3,3,35,9.8,12.3,3.15,9.09,6.57,999,1023.1,0.5,5.8,-4.5,99,99
2003,1,3,4,44,9,11.9,2.83,9.09,6.42,999,1023.5,0.5,5.8,-4.7,99,99
2003,1,3,5,57,9,11.8,2.61,8.33,6.24,999,1022.7,0.9,5.8,-4.1,99,99
2003,1,3,6,61,8.8,10.8,2.78,9.09,6.44,999,1023.5,1.2,5.8,-3.5,99,99
2003,1,3,7,59,7.7,10.7,2.84,8.33,6.7,999,1024.1,1.5,5.8,-3.8,99,99
2003,1,3,8,59,8,10.1,2.57,10,6.62,999,1024.2,2,5.8,-3.1,99,99
2003,1,3,9,57,8.2,10.7,2.74,10,6.72,999,1023.7,2.2,5.6,-2.8,99,99
2003,1,3,10,65,8.7,11,2.57,10,6.47,999,1023.4,2.4,5.6,-2.2,99,99
2003,1,3,11,69,8.7,10.6,2.72,10,6.46,999,1023.7,2.7,5.7,-2,99,99
2003,1,3,12,71,9.4,11.3,2.5,10,6.35,999,1023.7,2.7,5.8,-2.2,99,99
2003,1,3,13,83,9,11,2.77,9.09,6.27,999,1024.2,2.8,5.8,-3,99,99
2003,1,3,14,999,99,99,99,99,99,999,9999,999,999,999,99,99
2003,1,3,15,76,9.7,11.8,2.57,10,6.08,999,1023.1,2.8,5.8,-2,99,99
2003,1,3,16,68,10.8,13.3,2.27,10,5.58,999,1021.1,2.8,5.8,-1.6,99,99
2003,1,3,17,72,10.8,12.6,2.54,7.69,5.81,999,1019.3,2.8,5.8,-1.3,99,99
2003,1,3,18,72,9.8,12.6,2.48,8.33,5.91,999,1019,2.9,5.8,-0.9,99,99
2003,1,3,19,80,9.2,12,2.43,6.67,5.74,999,1018.9,3.2,5.8,-1.2,99,99
2003,1,3,20,80,10.8,12.5,2.57,10,5.81,999,1017.9,3.2,5.8,-0.3,99,99
2003,1,3,21,68,11.8,14.4,2.62,10,5.78,999,1016.2,3.5,5.8,1,99,99
2003,1,3,22,68,12.7,15.2,2.8,6.67,5.81,999,1015.7,3.6,5.8,1.6,99,99
2003,1,3,23,69,12.8,14.9,2.94,7.14,5.72,999,1014.7,3.9,5.8,2.2,99,99
2003,1,4,0,63,12.4,15,3.43,7.69,6.14,999,1013.8,4,5.9,2.5,99,99
2003,1,4,1,63,14.1,17.3,3.51,7.69,6.23,999,1012.3,4.3,5.9,2.8,99,99
2003,1,4,2,60,14.2,17.3,3.57,8.33,6.13,999,1011.3,4,5.9,2.8,99,99
2003,1,4,3,56,14.3,17.4,3.85,8.33,6.46,999,1009.4,3.9,5.9,2.5,99,99
2003,1,4,4,49,13.8,16.9,4.25,9.09,6.98,999,1008.6,4,5.8,2.8,99,99
2003,1,4,5,40,15.5,18.5,4.38,9.09,6.86,999,1006.1,3.8,5.8,2.4,99,99
2003,1,4,6,38,15.3,19.4,4.37,9.09,6.99,999,1004.2,3.9,5.8,2.8,99,99
2003,1,4,7,40,16.2,19.6,5.01,10,7.36,999,1003.1,4,5.8,2.8,99,99
2003,1,4,8,40,14.7,18.6,5.03,10,7.37,999,1002.6,4.4,5.8,3.3,99,99
2003,1,4,9,37,14.6,17.8,5.26,10,7.75,999,1001.6,4.3,5.8,3.1,99,99
2003,1,4,10,31,15.5,19.8,5.59,10,7.79,999,1000.9,3.6,5.6,2.6,99,99
2003,1,4,11,28,14.1,17.8,5.68,10,8.08,999,1001.7,3.2,5.6,2.4,99,99
2003,1,4,12,21,14,16.9,6.09,11.11,8.23,999,1000.9,2.9,5.6,2,99,99
2003,1,4,13,24,16.5,20.6,5.52,11.11,8,999,999.9,2.9,5.6,1.8,99,99
2003,1,4,14,20,16.1,19.9,5.85,11.11,8.06,999,1000.1,3.2,5.6,1.8,99,99
2003,1,4,15,18,15.4,19.4,6.18,12.5,8.5,999,1000,3.2,5.6,1.7,99,99
2003,1,4,16,357,12.9,16.8,5.75,12.5,8.52,999,1000.6,2.2,5.6,1.2,99,99
2003,1,4,17,354,14.7,17.7,5.67,12.5,8.21,999,1000.1,0.4,5.6,-3.6,99,99
2003,1,4,18,345,14.2,18.4,5.41,11.11,8.09,999,1000.4,0.4,5.6,-1.2,99,99
2003,1,4,19,342,13.4,16.2,5.3,11.11,8.48,999,1001.2,0.5,5.6,-1.6,99,99
2003,1,4,20,336,12,14.8,4.99,12.5,8.39,999,1002.4,0.5,5.6,-1.6,99,99
2003,1,4,21,330,10.5,14.4,4.33,11.11,7.9,999,1003.8,0.1,5.6,-1.5,99,99
2003,1,4,22,331,11.5,14.3,4.34,11.11,7.98,999,1004.5,-0.3,5.6,-1.8,99,99
2003,1,4,23,328,11.3,13.7,3.95,12.5,7.75,999,1005.9,-0.4,5.5,-2.3,99,99
2003,1,5,0,333,10,12.1,4.19,11.11,7.75,999,1007,-0.4,5.5,-2.5,99,99
2003,1,5,1,330,10.3,12.4,4.59,11.11,8.49,999,1008,-0.9,5.5,-2.8,99,99
2003,1,5,2,318,9.7,12.7,4.35,11.11,8.15,999,1008.7,-0.7,5.5,-3.2,99,99
2003,1,5,3,325,8.8,11.1,3.71,11.11,7.75,999,1009.2,-0.7,5.5,-3.1,99,99
2003,1,5,4,323,8.2,10.5,4.18,11.11,8.38,999,1009.7,-1,5.5,-3.5,99,99
2003,1,5,5,306,8.4,10.2,3.85,11.11,8.21,999,1010.1,-1.1,5.5,-3.6,99,99
2003,1,5,6,312,9,11.3,3.66,12.5,8.27,999,1010.5,-0.8,5.6,-4,99,99
2003,1,5,7,317,9.1,11.6,3.43,12.5,7.99,999,1011.5,-0.7,5.6,-4.5,99,99
2003,1,5,8,312,8.2,10.2,3.59,11.11,8.22,999,1012.7,-0.4,5.6,-4.1,99,99
2003,1,5,9,288,8.3,10.3,3.12,11.11,7.78,999,1013.4,-0.6,5.8,-3.8,99,99
2003,1,5,10,299,8.1,10.7,2.85,11.11,7.75,999,1013.7,-0.8,5.8,-3.7,99,99
2003,1,5,11,306,8.1,9.4,2.9,11.11,7.68,999,1014.9,-1.1,5.8,-4.2,99,99
2003,1,5,12,288,7.1,8.9,2.48,11.11,7.53,999,1016.2,-1.4,5.8,-4.5,99,99
2003,1,5,13,307,7.4,9.1,2.5,10,7,999,1016.6,-1.8,5.8,-5.1,99,99
2003,1,5,14,292,6.1,8.4,2.4,11.11,7.04,999,1017.4,-1.8,5.6,-5.2,99,99
2003,1,5,15,270,4.9,6.6,2.21,11.11,7.13,999,1018.1,-1.5,5.6,-5,99,99
2003,1,5,16,272,4.2,5.5,2,11.11,7.21,999,1018,-1.4,5.6,-5.2,99,99
2003,1,5,17,303,2.3,4,1.98,11.11,7.57,999,1017.5,-0.8,5.6,-4.8,99,99
2003,1,5,18,278,2.2,3.3,1.72,9.09,7.39,999,1017.5,-0.3,5.8,-5.2,99,99
2003,1,5,19,295,2.1,3.3,1.61,10,7.3,999,1017.4,0,5.9,-4.8,99,99
2003,1,5,20,321,1.1,2.1,1.7,9.09,7.64,999,1017.8,0.4,5.9,-4.9,99,99
2003,1,5,21,322,1.5,2.3,1.82,10,7.94,999,1018,0.4,5.9,-3.6,99,99
2003,1,5,22,320,0.3,0.8,1.69,10,7.55,999,1018.1,0.1,5.8,-6.3,99,99
2003,1,5,23,93,0.5,1.6,1.79,10,7.94,999,1018.1,0.4,5.6,-6.4,99,99
2003,1,6,0,148,1.1,2.1,1.77,10,7.8,999,1018.2,0.5,5.6,-6,99,99
2003,1,6,1,175,2.5,3.8,1.79,10,7.59,999,1018.2,0.9,5.6,-5,99,99
2003,1,6,2,159,1.6,3,1.68,10,7.44,999,1017.6,0.9,5.6,-5.1,99,99
2003,1,6,3,211,2.5,4,1.54,10,7.2,999,1017.5,0.8,5.6,-4.5,99,99
2003,1,6,4,221,3.5,4.7,1.43,10,7.07,999,1017.3,0.3,5.6,-4.2,99,99
2003,1,6,5,238,3.2,4.2,1.19,8.33,6.71,999,1016.6,-0.7,5.6,-2.8,99,99
2003,1,6,6,246,2.8,3.9,0.98,9.09,6.46,999,1016,-0.7,999,-2.5,99,99
2003,1,6,7,242,2.9,4,0.97,7.14,6.66,999,1015.9,-0.8,5.6,-2.2,99,99
2003,1,6,8,246,2.7,4.1,0.9,11.11,6.82,999,1015.1,-0.8,5.6,-2.8,99,99
2003,1,6,9,268,1.7,2.9,0.98,11.11,7.23,999,1014.7,-0.8,5.6,-2.8,99,99
2003,1,6,10,254,2.7,4.4,0.99,11.11,7.26,999,1014.8,-0.8,5.6,-3,99,99
2003,1,6,11,260,2.6,3.8,0.87,10,7.28,999,1014.3,-1,5.6,-2.8,99,99
2003,1,6,12,291,3,4.1,0.87,10,7.19,999,1014.4,-0.8,5.5,-2.5,99,99
2003,1,6,13,293,3.4,4.7,0.88,10,7.22,999,1014.5,-0.9,5.2,-2.8,99,99
2003,1,6,14,311,2.8,4.2,0.89,10,7.07,999,1014.4,-1.3,5.2,-3.7,99,99
2003,1,6,15,325,3.5,4.5,0.88,10,6.87,999,1014.1,-1.8,5.5,-3.5,99,99
2003,1,6,16,330,5.4,6.6,0.81,9.09,6.6,999,1012.6,-1.9,5.5,-3.4,99,99
2003,1,6,17,335,3.6,4.5,0.69,8.33,6.38,999,1011.9,-1.9,5.5,-3.3,99,99
2003,1,6,18,343,4,5.3,0.75,10,7.03,999,1011.3,-1.7,5.6,-3.2,99,99
2003,1,6,19,335,4,4.9,0.69,8.33,6.66,999,1011.2,-1.8,5.6,-2.7,99,99
2003,1,6,20,329,6.3,7.3,0.71,10,6.57,999,1010.9,-1.5,5.6,-2.2,99,99
2003,1,6,21,339,6.6,7.8,0.75,9.09,4.82,999,1010.4,-1.2,5.6,-2,99,99
2003,1,6,22,336,6,7.3,0.8,10,4.67,999,1010.4,-0.8,5.8,-1.8,99,99
2003,1,6,23,334,5.8,7,0.72,9.09,4.75,999,1010.4,-0.6,5.8,-1.6,99,99
2003,1,7,0,334,5.5,6.9,0.68,10,4.8,999,1010.6,-0.3,5.8,-1.6,99,99
2003,1,7,1,324,7.3,8.5,0.78,9.09,4.28,999,1010.3,-0.7,5.8,-2,99,99
2003,1,7,2,324,6.9,8.1,0.84,9.09,4.06,999,1010.3,-0.6,5.8,-1.9,99,99
2003,1,7,3,334,9,10.7,0.92,8.33,4.04,999,1008.9,-0.5,5.8,-1.7,99,99
2003,1,7,4,999,99,99,99,99,99,999,9999,999,999,999,99,99
2003,1,7,5,336,9.4,10.9,1.19,3.45,3.97,999,1007.9,-0.4,5.6,-1.7,99,99
2003,1,7,6,343,10.5,99,99,99,99,999,1006.9,0,999,-1.3,99,99
2003,1,7,7,346,10.3,12.8,1.2,4.35,4.1,999,1007.1,0.8,5.6,-1,99,99
2003,1,7,8,347,10.8,13.5,1.29,4.76,4.09,999,1006.5,1.1,5.6,-1.6,99,99
2003,1,7,9,339,11.4,13.9,1.5,5.26,4.26,999,1006.2,-0.2,5.8,-1.8,99,99
2003,1,7,10,343,12,15,1.75,5.88,4.47,999,1006.1,-0.4,5.8,-2.1,99,99
2003,1,7,11,336,11.3,13.4,1.76,6.25,4.78,999,1006.8,-1,5.8,-2.9,99,99
2003,1,7,12,332,10.5,12.8,1.73,6.67,4.79,999,1007.1,-1.4,5.6,-4.1,99,99
2003,1,7,13,325,11.4,13.2,1.71,6.25,4.74,999,1006.6,-1.8,5.6,-3.7,99,99
2003,1,7,14,327,10,12,1.76,6.67,4.59,999,1007.1,-2.3,5.6,-4.2,99,99
2003,1,7,15,327,9.8,11.6,1.76,6.25,4.82,999,1007.1,-2.5,5.6,-5.6,99,99
2003,1,7,16,323,8.3,10.8,1.69,6.25,4.84,999,1005.9,-2,5.6,-6.1,99,99
2003,1,7,17,320,8.8,11.6,1.6,6.25,4.83,999,1004.7,-2.2,5.6,-6.5,99,99
2003,1,7,18,321,7,9.1,1.54,6.25,4.83,999,1003.8,-1.6,5.6,-6.7,99,99
2003,1,7,19,309,6.2,8.8,1.51,6.67,5.02,999,1003.3,-1.7,5.6,-6.9,99,99
2003,1,7,20,307,7.8,9.5,1.49,6.67,4.9,999,1002.6,-1.4,5.7,-7.1,99,99
2003,1,7,21,290,7.8,10.3,1.43,6.67,4.9,999,1001.9,-1.5,5.6,-7.1,99,99
2003,1,7,22,302,8.8,11.4,1.27,7.14,4.48,999,1001.8,-1.5,5.6,-6.1,99,99
2003,1,7,23,296,9.7,11.7,1.24,6.67,4.17,999,1001.3,-1.4,5.6,-5.9,99,99
2003,1,8,0,289,7.5,9.4,0.99,7.14,4.11,999,1000.4,-1.5,5.6,-6.1,99,99
2003,1,8,1,279,8.6,10.5,1.02,6.25,3.98,999,1000.2,-1.8,5.6,-6.4,99,99
2003,1,8,2,260,6,8.1,0.92,6.25,4.08,999,999.4,-2.6,5.6,-6.4,99,99
2003,1,8,3,250,8.4,10.1,0.99,6.67,4.18,999,998.9,-3.5,5.6,-6.8,99,99
2003,1,8,4,252,7.6,9.2,1,3.45,3.89,999,998,-4.3,5.6,-7.4,99,99
2003,1,8,5,247,9.1,11.4,0.92,3.23,3.85,999,997,-4.5,5.5,-7.7,99,99
2003,1,8,6,242,8.5,10.7,0.96,3.45,3.91,999,995.6,-4.2,5.5,-8.4,99,99
2003,1,8,7,225,7.6,9.2,0.85,6.25,4.04,999,994,-4.9,5.5,-8.9,99,99
2003,1,8,8,234,8.3,10.2,0.81,6.67,3.93,999,992.9,-3.8,5.5,-7.1,99,99
2003,1,8,9,239,10.6,13.1,0.91,3.45,3.64,999,992.3,-3.8,5.5,-7.3,99,99
2003,1,8,10,237,9,11,0.84,3.33,3.61,999,991,-4.2,5.5,-6.4,99,99
2003,1,8,11,235,8.3,10.7,0.78,3.33,3.44,999,990.1,-3.7,5.5,-4.8,99,99
2003,1,8,12,236,9.5,11.4,0.76,3.23,3.46,999,989.8,-2.8,5.5,-4.4,99,99
2003,1,8,13,229,8.8,10.8,0.76,3.13,3.48,999,989.1,-2.2,5.5,-4.1,99,99
2003,1,8,14,233,9.8,12,0.75,3.23,3.46,999,988.5,-1.8,5.5,-3,99,99
2003,1,8,15,235,9.8,12,0.85,3.23,3.79,999,987.4,-0.9,5.5,-2.9,99,99
2003,1,8,16,245,12,14.1,0.97,3.57,3.51,999,986.6,0.1,5.5,-2.6,99,99
2003,1,8,17,253,12.1,14.7,1.02,4,3.75,999,985.5,1.2,5.5,-1.8,99,99
2003,1,8,18,258,10.4,12.7,1.08,4.17,3.7,999,985,2,5.6,-1.8,99,99
2003,1,8,19,263,9.4,11,0.97,3.7,3.66,999,985.4,2.7,5.6,-0.9,99,99
2003,1,8,20,264,9.3,11.4,0.85,3.57,3.46,999,985.6,3.2,5.6,-0.8,99,99
2003,1,8,21,265,10.1,11.9,0.81,3.33,3.39,999,986.1,3.5,5.6,-0.9,99,99
2003,1,8,22,271,10.4,12.9,0.84,3.57,3.46,999,987.2,3.6,5.6,-0.7,99,99
2003,1,8,23,270,9.5,11.4,0.91,3.45,3.35,999,988.4,3.5,5.6,-0.9,99,99
2003,1,9,0,273,8.7,10.1,0.79,3.45,3.32,999,989.2,3.2,5.6,-0.2,99,99
2003,1,9,1,281,5.2,6.7,0.56,2.94,3.29,999,989.1,2.8,5.6,-1.7,99,99
2003,1,9,2,241,5.9,7.2,0.35,10,3.79,999,989.9,2.5,5.6,-1.6,99,99
2003,1,9,3,227,5.6,7,0.35,2.56,3.94,999,990,2.5,5.5,-1.6,99,99
2003,1,9,4,214,6.3,7.3,0.35,2.5,3.8,999,988.6,2.7,5.5,-0.6,99,99
2003,1,9,5,200,6.9,8.1,0.46,2.56,3.13,999,987.1,2.7,5.3,-1,99,99
2003,1,9,6,202,7.3,9.2,0.51,2.78,3.12,999,985.8,999,5.2,-1,99,99
2003,1,9,7,210,8.3,9.8,0.72,3.23,3.16,999,986.1,1.6,5.5,0.7,99,99
2003,1,9,8,173,5.6,6.6,0.56,2.94,3.16,999,984.7,1.6,5.5,0.7,99,99
2003,1,9,9,152,6.5,8,0.43,2.63,3.5,999,982.3,2,5.5,1.2,99,99
2003,1,9,10,158,6.5,7.9,0.46,3.03,3.43,999,980.8,2.7,5.3,1.6,99,99
2003,1,9,11,139,6.1,7.8,0.56,3.03,3.29,999,979.8,3.2,5.4,1.9,99,99
2003,1,9,12,176,4.5,6,0.54,3.33,3.54,999,979.8,3.3,5.5,1.7,99,99
2003,1,9,13,262,1.2,2.5,0.55,3.7,3.63,999,980.5,3.1,5.2,1.5,99,99
2003,1,9,14,279,5.5,6.9,0.48,11.11,3.89,999,982.1,3.5,5.2,1.5,99,99
2003,1,9,15,292,8.1,9.7,0.4,9.09,3.67,999,984.1,3.2,5.2,1.3,99,99
2003,1,9,16,325,9.3,10.8,0.67,2.7,3.1,999,986.1,1.4,5.4,0.4,99,99
2003,1,9,17,331,7.2,8.7,0.81,3.33,3.39,999,986.9,0.7,5.4,-3.6,99,99
2003,1,9,18,308,4.7,5.9,0.72,3.33,3.43,999,989.2,0.8,5.2,-1.3,99,99
2003,1,9,19,258,4.3,5.5,0.59,3.85,3.51,999,990.7,1.2,5.1,-1.6,99,99
2003,1,9,20,238,4.3,5.1,0.53,5,4.07,999,992.3,2,4.8,-1.5,99,99
2003,1,9,21,297,3.6,4.2,0.55,5.56,4.67,999,992.3,2.7,4.8,-1.3,99,99
2003,1,9,22,284,6.8,8,0.56,5.56,5.03,999,993.5,3.6,4.8,-0.8,99,99
2003,1,9,23,287,5.4,6.6,0.63,5.26,4.13,999,994.9,3.5,5.1,-1.4,99,99
2003,1,10,0,284,4,5.4,0.59,5.26,4.14,999,995.4,3.2,5.1,-1.8,99,99
2003,1,10,1,284,2.4,3.6,0.48,5.26,4.65,999,996.2,3.1,4.8,-1.8,99,99
2003,1,10,2,188,2.7,3.4,0.45,5,5.47,999,996.4,3.2,4.8,-1.4,99,99
2003,1,10,3,224,2.8,3.4,0.4,11.11,5.48,999,996.9,3.2,4.8,-1,99,99
2003,1,10,4,197,1.2,1.8,0.39,11.11,6.12,999,996.5,3.2,4.8,-1.2,99,99
2003,1,10,5,126,2.3,2.9,0.39,11.11,5.75,999,995.5,3.5,4.7,-1.5,99,99
2003,1,10,6,128,5.3,5.9,0.34,11.11,5.74,999,994.1,4,4.7,-0.3,99,99
2003,1,10,7,140,6.4,7.9,0.47,2.5,3.6,999,994,4.7,4.8,1.2,99,99
2003,1,10,8,226,2,2.5,0.54,2.78,3.48,999,994.6,4.4,5.1,1.5,99,99
2003,1,10,9,270,1.9,2.8,0.47,12.5,4,999,994.2,3.6,5.2,0.6,99,99
2003,1,10,10,268,2.6,3.5,0.48,11.11,4.33,999,993.8,3.6,5.1,1.3,99,99
2003,1,10,11,227,5.4,6.3,0.43,11.11,4.55,999,993.3,4,5.1,2.1,99,99
2003,1,10,12,343,6.7,7.8,0.41,11.11,5.08,999,993.8,2.5,5.1,1.2,99,99
2003,1,10,13,337,7.1,8.3,0.6,2.63,3.41,999,994.7,2.3,5.1,1.5,99,99
2003,1,10,14,344,9,10.2,0.77,3.13,3.44,999,995.5,1,5.1,0.3,99,99
2003,1,10,15,312,8.7,10.7,0.84,3.57,3.58,999,996.9,-1,5.1,-1.9,99,99
2003,1,10,16,315,6.4,8.1,0.79,3.57,3.72,999,997.1,-1.4,5.1,-2.5,99,99
2003,1,10,17,298,6.3,7.8,0.74,5,4.04,999,996.7,-1.1,5.1,-2.4,99,99
2003,1,10,18,293,6.1,7.6,0.85,5,4.02,999,996.2,0,5.1,-2.3,99,99
2003,1,10,19,301,7.8,10,0.92,3.13,3.68,999,996.4,0.9,5.1,-3.3,99,99
2003,1,10,20,307,8.8,10.3,0.93,5.26,3.75,999,997.1,0.8,5.1,-3.9,99,99
2003,1,10,21,286,12,14.1,1.23,4.17,3.82,999,998,0.4,5.1,-6.6,99,99
2003,1,10,22,295,9.6,11.8,1.43,4.17,3.92,999,999.4,-0.6,5.1,-7.8,99,99
2003,1,10,23,294,11.2,16.1,1.19,3.85,3.78,999,1001,-1.4,5.1,-9.4,99,99
2003,1,11,0,288,10.6,13.7,1.07,3.85,3.72,999,1002.4,-1.8,5.1,-11.6,99,99
2003,1,11,1,280,9.3,11.9,0.91,3.45,3.62,999,1003,-2.2,5.1,-11.7,99,99
2003,1,11,2,270,7.3,9,0.83,3.33,3.52,999,1003.3,-2.3,4.8,-10.3,99,99
2003,1,11,3,264,4.4,6,0.6,3.23,3.68,999,1002.6,-2.6,4.8,-12.6,99,99
2003,1,11,4,222,4.9,6.4,0.47,5.56,4.32,999,1002.6,-2.2,4.7,-11,99,99
2003,1,11,5,225,5.7,7.4,0.39,11.11,4.63,999,1001.9,-2.3,4.7,-12,99,99
2003,1,11,6,222,8.6,10.4,0.54,2.86,3.49,999,1001.7,-2.1,4.7,-10,99,99
2003,1,11,7,219,9.8,13.2,0.81,3.23,3.36,999,1001.8,-1.8,4.7,-9.9,99,99
2003,1,11,8,275,13.4,17.5,1.02,3.57,3.5,999,1003,-2.4,4.7,-7.6,99,99
2003,1,11,9,270,12.1,15.7,1.15,4,3.79,999,1003.5,-3.1,4.7,-9,99,99
2003,1,11,10,271,10.9,13.9,1.18,4.35,3.82,999,1004,-3.4,4.8,-11.8,99,99
2003,1,11,11,257,11.1,14.1,1.1,4.17,3.71,999,1004.6,-3.6,4.8,-12,99,99
2003,1,11,12,999,99,99,99,99,99,999,9999,999,999,999,99,99
2003,1,11,13,237,13.3,16.8,1.25,4,3.75,999,1005.7,-3.3,4.8,-9.9,99,99
2003,1,11,14,231,12.6,15.9,1.2,4,3.66,999,1006.4,-3.3,4.8,-10.2,99,99
2003,1,11,15,237,12.5,15.8,1.23,4.17,3.74,999,1007,-2.8,4.8,-10.8,99,99
2003,1,11,16,242,12.6,15.8,1.2,4.17,3.74,999,1006.8,-2.6,4.8,-9.6,99,99
2003,1,11,17,248,11.1,14.2,1.18,4,3.72,999,1006.6,-2,5.1,-9.8,99,99
2003,1,11,18,245,12,15.7,1.12,4,3.7,999,1006.5,-1.6,5.1,-8.9,99,99
2003,1,11,19,255,11.7,14.2,1.16,4.17,3.74,999,1006.8,-1.1,5.1,-9,99,99
2003,1,11,20,259,12,14.8,1.11,4.17,3.68,999,1007.3,-0.6,5.1,-9,99,99
